source	gene ID	gene name	orthologs
InParanoid	DDB_G0280439	cpiB	M.musculus:ENSMUSP00000067712 | M.musculus:ENSMUSP00000023619 | M.musculus:ENSMUSP00000087054
OrthoMCL	DDB_G0277803	rpl4	M.musculus:ENSMUSP00000034966
InParanoid	DDB_G0277803	rpl4	M.musculus:ENSMUSP00000034966
OrthoMCL	DDB_G0280891	pigV	M.musculus:ENSMUSP00000050647
InParanoid	DDB_G0280891	pigV	M.musculus:ENSMUSP00000050647
OrthoMCL	DDB_G0281461	sodF	M.musculus:ENSMUSP00000023707
OrthoMCL	DDB_G0279475	gna1	M.musculus:ENSMUSP00000042860
InParanoid	DDB_G0279475	gna1	M.musculus:ENSMUSP00000042860
OrthoMCL	DDB_G0281469	rpl29	M.musculus:ENSMUSP00000075346 | M.musculus:ENSMUSP00000080203 | M.musculus:ENSMUSP00000096592 | M.musculus:ENSMUSP00000100492 | M.musculus:ENSMUSP00000100655 | M.musculus:ENSMUSP00000100736 | M.musculus:ENSMUSP00000074649
InParanoid	DDB_G0281469	rpl29	M.musculus:ENSMUSP00000100736 | M.musculus:ENSMUSP00000080203 | M.musculus:ENSMUSP00000100492
OrthoMCL	DDB_G0275469	DDB_G0275469	M.musculus:ENSMUSP00000101852
OrthoMCL	DDB_G0277885	gnd	M.musculus:ENSMUSP00000081141
InParanoid	DDB_G0277885	gnd	M.musculus:ENSMUSP00000081141
OrthoMCL	DDB_G0277893	tmem128	M.musculus:ENSMUSP00000084788
OrthoMCL	DDB_G0278233	DDB_G0278233	M.musculus:ENSMUSP00000041841
InParanoid	DDB_G0278233	DDB_G0278233	M.musculus:ENSMUSP00000041841
OrthoMCL	DDB_G0277211	DDB_G0277211	M.musculus:ENSMUSP00000036265
InParanoid	DDB_G0277211	DDB_G0277211	M.musculus:ENSMUSP00000036265
OrthoMCL	DDB_G0277217	DDB_G0277217	M.musculus:ENSMUSP00000076736 | M.musculus:ENSMUSP00000111212
InParanoid	DDB_G0277217	DDB_G0277217	M.musculus:ENSMUSP00000076736
OrthoMCL	DDB_G0277825	arcA	M.musculus:ENSMUSP00000031625 | M.musculus:ENSMUSP00000054004 | M.musculus:ENSMUSP00000106288
InParanoid	DDB_G0277825	arcA	M.musculus:ENSMUSP00000031625
OrthoMCL	DDB_G0277813	DDB_G0277813	M.musculus:ENSMUSP00000112428
InParanoid	DDB_G0275061	slc35b4	M.musculus:ENSMUSP00000019143
OrthoMCL	DDB_G0275073	pwp1	M.musculus:ENSMUSP00000001836
InParanoid	DDB_G0275073	pwp1	M.musculus:ENSMUSP00000001836
OrthoMCL	DDB_G0295477	nip7	M.musculus:ENSMUSP00000034392
InParanoid	DDB_G0295477	nip7	M.musculus:ENSMUSP00000034392
OrthoMCL	DDB_G0278345	acly	M.musculus:ENSMUSP00000103012
InParanoid	DDB_G0278345	acly	M.musculus:ENSMUSP00000103012
OrthoMCL	DDB_G0278371	spc1	M.musculus:ENSMUSP00000022478
InParanoid	DDB_G0278371	spc1	M.musculus:ENSMUSP00000022478
OrthoMCL	DDB_G0275939	mbtps2	M.musculus:ENSMUSP00000066328
OrthoMCL	DDB_G0278979	DDB_G0278979	M.musculus:ENSMUSP00000094396
InParanoid	DDB_G0278979	DDB_G0278979	M.musculus:ENSMUSP00000094396
OrthoMCL	DDB_G0279003	DDB_G0279003	M.musculus:ENSMUSP00000049528
InParanoid	DDB_G0279003	DDB_G0279003	M.musculus:ENSMUSP00000049528
OrthoMCL	DDB_G0276221	DDB_G0276221	M.musculus:ENSMUSP00000038983
InParanoid	DDB_G0276221	DDB_G0276221	M.musculus:ENSMUSP00000038983
OrthoMCL	DDB_G0276241	atp5e	M.musculus:ENSMUSP00000016396
InParanoid	DDB_G0276241	atp5e	M.musculus:ENSMUSP00000016396
OrthoMCL	DDB_G0274827	DDB_G0274827	M.musculus:ENSMUSP00000053955 | M.musculus:ENSMUSP00000101903
InParanoid	DDB_G0274827	DDB_G0274827	M.musculus:ENSMUSP00000101903
OrthoMCL	DDB_G0277841	ctr9	M.musculus:ENSMUSP00000005749
InParanoid	DDB_G0277841	ctr9	M.musculus:ENSMUSP00000005749
OrthoMCL	DDB_G0276985	DDB_G0276985	M.musculus:ENSMUSP00000023348
OrthoMCL	DDB_G0275665	DDB_G0275665	M.musculus:ENSMUSP00000010451
OrthoMCL	DDB_G0278621	DDB_G0278621	M.musculus:ENSMUSP00000043088 | M.musculus:ENSMUSP00000046358
InParanoid	DDB_G0278621	DDB_G0278621	M.musculus:ENSMUSP00000043088
OrthoMCL	DDB_G0275971	DDB_G0275971	M.musculus:ENSMUSP00000084868
InParanoid	DDB_G0275971	DDB_G0275971	M.musculus:ENSMUSP00000089958
OrthoMCL	DDB_G0278885	sec61a	M.musculus:ENSMUSP00000032168 | M.musculus:ENSMUSP00000100046
InParanoid	DDB_G0278885	sec61a	M.musculus:ENSMUSP00000100046
OrthoMCL	DDB_G0277849	dymA	M.musculus:ENSMUSP00000072199 | M.musculus:ENSMUSP00000083241 | M.musculus:ENSMUSP00000108981 | M.musculus:ENSMUSP00000093944
InParanoid	DDB_G0277849	dymA	M.musculus:ENSMUSP00000093944
InParanoid	DDB_G0277567	DDB_G0277567	M.musculus:ENSMUSP00000073402
OrthoMCL	DDB_G0279205	DDB_G0279205	M.musculus:ENSMUSP00000024885
InParanoid	DDB_G0279205	DDB_G0279205	M.musculus:ENSMUSP00000024885
OrthoMCL	DDB_G0277133	DDB_G0277133	M.musculus:ENSMUSP00000047700
InParanoid	DDB_G0277133	DDB_G0277133	M.musculus:ENSMUSP00000047700
OrthoMCL	DDB_G0277139	apm2	M.musculus:ENSMUSP00000007216
InParanoid	DDB_G0277139	apm2	M.musculus:ENSMUSP00000007216
InParanoid	DDB_G0278643	trappc5	M.musculus:ENSMUSP00000036541
OrthoMCL	DDB_G0279223	DDB_G0279223	M.musculus:ENSMUSP00000026439 | M.musculus:ENSMUSP00000027279
InParanoid	DDB_G0279223	DDB_G0279223	M.musculus:ENSMUSP00000026439
OrthoMCL	DDB_G0278133	DDB_G0278133	M.musculus:ENSMUSP00000017530
OrthoMCL	DDB_G0278729	repB	M.musculus:ENSMUSP00000025241
InParanoid	DDB_G0278729	repB	M.musculus:ENSMUSP00000025241
OrthoMCL	DDB_G0278751	DDB_G0278751	M.musculus:ENSMUSP00000024766
InParanoid	DDB_G0278751	DDB_G0278751	M.musculus:ENSMUSP00000024766
OrthoMCL	DDB_G0277479	DDB_G0277479	M.musculus:ENSMUSP00000018549
OrthoMCL	DDB_G0275407	txnl4a	M.musculus:ENSMUSP00000025464
InParanoid	DDB_G0275407	txnl4a	M.musculus:ENSMUSP00000025464
OrthoMCL	DDB_G0277295	mcysS	M.musculus:ENSMUSP00000010899 | M.musculus:ENSMUSP00000046453
OrthoMCL	DDB_G0277179	DDB_G0277179	M.musculus:ENSMUSP00000033044
InParanoid	DDB_G0277179	DDB_G0277179	M.musculus:ENSMUSP00000033044
OrthoMCL	DDB_G0279909	lipA	M.musculus:ENSMUSP00000021262 | M.musculus:ENSMUSP00000021268 | M.musculus:ENSMUSP00000035250 | M.musculus:ENSMUSP00000026795
InParanoid	DDB_G0279909	lipA	M.musculus:ENSMUSP00000026795
OrthoMCL	DDB_G0281433	DDB_G0281433	M.musculus:ENSMUSP00000048395
OrthoMCL	DDB_G0279607	forA	M.musculus:ENSMUSP00000022599 | M.musculus:ENSMUSP00000025337 | M.musculus:ENSMUSP00000094053
InParanoid	DDB_G0279607	forA	M.musculus:ENSMUSP00000094053 | M.musculus:ENSMUSP00000025337
OrthoMCL	DDB_G0280851	DDB_G0280851	M.musculus:ENSMUSP00000017597
InParanoid	DDB_G0280851	DDB_G0280851	M.musculus:ENSMUSP00000017597
OrthoMCL	DDB_G0281175	trmt6	M.musculus:ENSMUSP00000105753
InParanoid	DDB_G0281175	trmt6	M.musculus:ENSMUSP00000105753
OrthoMCL	DDB_G0280133	DDB_G0280133	M.musculus:ENSMUSP00000039517 | M.musculus:ENSMUSP00000101610 | M.musculus:ENSMUSP00000030243 | M.musculus:ENSMUSP00000063166
InParanoid	DDB_G0280133	DDB_G0280133	M.musculus:ENSMUSP00000027493
OrthoMCL	DDB_G0281521	DDB_G0281521	M.musculus:ENSMUSP00000043691
InParanoid	DDB_G0281521	DDB_G0281521	M.musculus:ENSMUSP00000043691
OrthoMCL	DDB_G0279943	DDB_G0279943	M.musculus:ENSMUSP00000020102 | M.musculus:ENSMUSP00000032710 | M.musculus:ENSMUSP00000082489 | M.musculus:ENSMUSP00000056182
InParanoid	DDB_G0279943	DDB_G0279943	M.musculus:ENSMUSP00000082489
OrthoMCL	DDB_G0283389	rhgA	M.musculus:ENSMUSP00000001453 | M.musculus:ENSMUSP00000032766 | M.musculus:ENSMUSP00000024721
OrthoMCL	DDB_G0277177	DDB_G0277177	M.musculus:ENSMUSP00000005016
InParanoid	DDB_G0277177	DDB_G0277177	M.musculus:ENSMUSP00000038665
OrthoMCL	DDB_G0279365	DDB_G0279365	M.musculus:ENSMUSP00000022469
InParanoid	DDB_G0279365	DDB_G0279365	M.musculus:ENSMUSP00000022469
OrthoMCL	DDB_G0280455	ascc2	M.musculus:ENSMUSP00000105558
InParanoid	DDB_G0280455	ascc2	M.musculus:ENSMUSP00000105558
OrthoMCL	DDB_G0277911	mfeB	M.musculus:ENSMUSP00000025385
OrthoMCL	DDB_G0279299	DDB_G0279299	M.musculus:ENSMUSP00000071719
OrthoMCL	DDB_G0281221	tbccd	M.musculus:ENSMUSP00000004576
OrthoMCL	DDB_G0282301	DDB_G0282301	M.musculus:ENSMUSP00000053201 | M.musculus:ENSMUSP00000022145
OrthoMCL	DDB_G0279559	pcf11	M.musculus:ENSMUSP00000044036
InParanoid	DDB_G0279559	pcf11	M.musculus:ENSMUSP00000044036
OrthoMCL	DDB_G0280347	DDB_G0280347	M.musculus:ENSMUSP00000009437 | M.musculus:ENSMUSP00000021148
OrthoMCL	DDB_G0280353	odhA	M.musculus:ENSMUSP00000026924 | M.musculus:ENSMUSP00000022480 | M.musculus:ENSMUSP00000091041
InParanoid	DDB_G0280353	odhA	M.musculus:ENSMUSP00000026924
InParanoid	DDB_G0277971	vatG	M.musculus:ENSMUSP00000048770
OrthoMCL	DDB_G0277991	etfb	M.musculus:ENSMUSP00000004729
InParanoid	DDB_G0277991	etfb	M.musculus:ENSMUSP00000004729
OrthoMCL	DDB_G0280083	mcfJ	M.musculus:ENSMUSP00000057871
OrthoMCL	DDB_G0281093	rpl37A	M.musculus:ENSMUSP00000058919
InParanoid	DDB_G0281093	rpl37A	M.musculus:ENSMUSP00000058919
OrthoMCL	DDB_G0281545	acaA	M.musculus:ENSMUSP00000113498
InParanoid	DDB_G0281545	acaA	M.musculus:ENSMUSP00000023007
OrthoMCL	DDB_G0277439	cycD	M.musculus:ENSMUSP00000058111
OrthoMCL	DDB_G0280121	DDB_G0280121	M.musculus:ENSMUSP00000001419
InParanoid	DDB_G0280121	DDB_G0280121	M.musculus:ENSMUSP00000001419
OrthoMCL	DDB_G0277999	DDB_G0277999	M.musculus:ENSMUSP00000106620 | M.musculus:ENSMUSP00000066715
OrthoMCL	DDB_G0279425	DDB_G0279425	M.musculus:ENSMUSP00000063883
OrthoMCL	DDB_G0279433	metap1	M.musculus:ENSMUSP00000029804 | M.musculus:ENSMUSP00000048190
InParanoid	DDB_G0279433	metap1	M.musculus:ENSMUSP00000029804
OrthoMCL	DDB_G0281279	DDB_G0281279	M.musculus:ENSMUSP00000082723 | M.musculus:ENSMUSP00000055036
InParanoid	DDB_G0281279	DDB_G0281279	M.musculus:ENSMUSP00000055036
InParanoid	DDB_G0282179	DDB_G0282179	M.musculus:ENSMUSP00000000608
OrthoMCL	DDB_G0283855	DDB_G0283855	M.musculus:ENSMUSP00000029738
InParanoid	DDB_G0283855	DDB_G0283855	M.musculus:ENSMUSP00000029738
OrthoMCL	DDB_G0281795	nacB	M.musculus:ENSMUSP00000022163 | M.musculus:ENSMUSP00000099803
InParanoid	DDB_G0281795	nacB	M.musculus:ENSMUSP00000099803
OrthoMCL	DDB_G0282363	psmA1	M.musculus:ENSMUSP00000033008
InParanoid	DDB_G0282363	psmA1	M.musculus:ENSMUSP00000033008
OrthoMCL	DDB_G0282831	pcbd	M.musculus:ENSMUSP00000021958 | M.musculus:ENSMUSP00000020298
InParanoid	DDB_G0282831	pcbd	M.musculus:ENSMUSP00000021958 | M.musculus:ENSMUSP00000020298
OrthoMCL	DDB_G0282835	srfB	M.musculus:ENSMUSP00000015749
InParanoid	DDB_G0282835	srfB	M.musculus:ENSMUSP00000072281 | M.musculus:ENSMUSP00000105188 | M.musculus:ENSMUSP00000103184
OrthoMCL	DDB_G0281639	DDB_G0281639	M.musculus:ENSMUSP00000031238 | M.musculus:ENSMUSP00000049104 | M.musculus:ENSMUSP00000072232 | M.musculus:ENSMUSP00000072663 | M.musculus:ENSMUSP00000098520 | M.musculus:ENSMUSP00000098521 | M.musculus:ENSMUSP00000101829 | M.musculus:ENSMUSP00000029936 | M.musculus:ENSMUSP00000029937 | M.musculus:ENSMUSP00000041276
InParanoid	DDB_G0281639	DDB_G0281639	M.musculus:ENSMUSP00000041276
OrthoMCL	DDB_G0283347	DDB_G0283347	M.musculus:ENSMUSP00000025847
InParanoid	DDB_G0283347	DDB_G0283347	M.musculus:ENSMUSP00000025847
InParanoid	DDB_G0283413	DDB_G0283413	M.musculus:ENSMUSP00000073102
OrthoMCL	DDB_G0283355	DDB_G0283355	M.musculus:ENSMUSP00000039322
InParanoid	DDB_G0283355	DDB_G0283355	M.musculus:ENSMUSP00000039322
OrthoMCL	DDB_G0283891	ube1c	M.musculus:ENSMUSP00000086701
InParanoid	DDB_G0283891	ube1c	M.musculus:ENSMUSP00000086701
OrthoMCL	DDB_G0283893	DDB_G0283893	M.musculus:ENSMUSP00000095433
InParanoid	DDB_G0283893	DDB_G0283893	M.musculus:ENSMUSP00000095433
OrthoMCL	DDB_G0282901	DDB_G0282901	M.musculus:ENSMUSP00000099484
OrthoMCL	DDB_G0277405	DDB_G0277405	M.musculus:ENSMUSP00000051713 | M.musculus:ENSMUSP00000100863
OrthoMCL	DDB_G0277949	pldC	M.musculus:ENSMUSP00000066634 | M.musculus:ENSMUSP00000104197
OrthoMCL	DDB_G0279689	eftud1	M.musculus:ENSMUSP00000102917
InParanoid	DDB_G0279689	eftud1	M.musculus:ENSMUSP00000102917
InParanoid	DDB_G0278567	DDB_G0278567	M.musculus:ENSMUSP00000059660
OrthoMCL	DDB_G0282115	DDB_G0282115	M.musculus:ENSMUSP00000049465 | M.musculus:ENSMUSP00000002502
OrthoMCL	DDB_G0281669	DDB_G0281669	M.musculus:ENSMUSP00000087858
OrthoMCL	DDB_G0282267	DDB_G0282267	M.musculus:ENSMUSP00000046070 | M.musculus:ENSMUSP00000066839
InParanoid	DDB_G0282267	DDB_G0282267	M.musculus:ENSMUSP00000066839
OrthoMCL	DDB_G0285069	btg	M.musculus:ENSMUSP00000036039
InParanoid	DDB_G0285069	btg	M.musculus:ENSMUSP00000061390
OrthoMCL	DDB_G0282873	DDB_G0282873	M.musculus:ENSMUSP00000068408 | M.musculus:ENSMUSP00000038958
OrthoMCL	DDB_G0282741	ddx18	M.musculus:ENSMUSP00000001724
InParanoid	DDB_G0282741	ddx18	M.musculus:ENSMUSP00000001724
OrthoMCL	DDB_G0282747	DDB_G0282747	M.musculus:ENSMUSP00000081146
InParanoid	DDB_G0282747	DDB_G0282747	M.musculus:ENSMUSP00000081146
OrthoMCL	DDB_G0283365	rpb12	M.musculus:ENSMUSP00000051968
OrthoMCL	DDB_G0282887	trappc2	M.musculus:ENSMUSP00000112195 | M.musculus:ENSMUSP00000007921
InParanoid	DDB_G0282887	trappc2	M.musculus:ENSMUSP00000112195
OrthoMCL	DDB_G0285713	med18	M.musculus:ENSMUSP00000099627
InParanoid	DDB_G0285713	med18	M.musculus:ENSMUSP00000099627
OrthoMCL	DDB_G0283661	ddx3	M.musculus:ENSMUSP00000096769 | M.musculus:ENSMUSP00000000804 | M.musculus:ENSMUSP00000035261 | M.musculus:ENSMUSP00000088729
InParanoid	DDB_G0283661	ddx3	M.musculus:ENSMUSP00000000804
OrthoMCL	DDB_G0284007	DDB_G0284007	M.musculus:ENSMUSP00000049834
InParanoid	DDB_G0284007	DDB_G0284007	M.musculus:ENSMUSP00000049834
OrthoMCL	DDB_G0280399	tmem93	M.musculus:ENSMUSP00000060892
InParanoid	DDB_G0280399	tmem93	M.musculus:ENSMUSP00000060892
OrthoMCL	DDB_G0280989	hop2	M.musculus:ENSMUSP00000019447
InParanoid	DDB_G0280989	hop2	M.musculus:ENSMUSP00000019447
OrthoMCL	DDB_G0284101	snrpA1	M.musculus:ENSMUSP00000032723
InParanoid	DDB_G0284101	snrpA1	M.musculus:ENSMUSP00000032723
OrthoMCL	DDB_G0281585	cpsf1	M.musculus:ENSMUSP00000071794
InParanoid	DDB_G0281585	cpsf1	M.musculus:ENSMUSP00000071794
OrthoMCL	DDB_G0282615	midA	M.musculus:ENSMUSP00000024887
InParanoid	DDB_G0282615	midA	M.musculus:ENSMUSP00000024887
OrthoMCL	DDB_G0285561	rps15	M.musculus:ENSMUSP00000069004
InParanoid	DDB_G0285561	rps15	M.musculus:ENSMUSP00000069004
InParanoid	DDB_G0284571	gacC	M.musculus:ENSMUSP00000024840
OrthoMCL	DDB_G0286191	atg8	M.musculus:ENSMUSP00000018711 | M.musculus:ENSMUSP00000034428 | M.musculus:ENSMUSP00000032264
InParanoid	DDB_G0286191	atg8	M.musculus:ENSMUSP00000018711
OrthoMCL	DDB_G0285099	psmE3	M.musculus:ENSMUSP00000102888
InParanoid	DDB_G0285099	psmE3	M.musculus:ENSMUSP00000102888
OrthoMCL	DDB_G0285741	prdx5	M.musculus:ENSMUSP00000025904
InParanoid	DDB_G0285741	prdx5	M.musculus:ENSMUSP00000025904
OrthoMCL	DDB_G0283175	prfA	M.musculus:ENSMUSP00000019908
InParanoid	DDB_G0283175	prfA	M.musculus:ENSMUSP00000019908
InParanoid	DDB_G0282469	gnt13	M.musculus:ENSMUSP00000062016
OrthoMCL	DDB_G0284985	rab1D	M.musculus:ENSMUSP00000074301 | M.musculus:ENSMUSP00000031492 | M.musculus:ENSMUSP00000025804
OrthoMCL	DDB_G0283081	pikB	M.musculus:ENSMUSP00000035037 | M.musculus:ENSMUSP00000101315 | M.musculus:ENSMUSP00000103878 | M.musculus:ENSMUSP00000020890
OrthoMCL	DDB_G0282197	DDB_G0282197	M.musculus:ENSMUSP00000058344
OrthoMCL	DDB_G0285417	cdk7	M.musculus:ENSMUSP00000088845
InParanoid	DDB_G0285417	cdk7	M.musculus:ENSMUSP00000088845
OrthoMCL	DDB_G0280755	ubqB	M.musculus:ENSMUSP00000086852 | M.musculus:ENSMUSP00000113804
InParanoid	DDB_G0280755	ubqB	M.musculus:ENSMUSP00000113804 | M.musculus:ENSMUSP00000086852
OrthoMCL	DDB_G0285753	DDB_G0285753	M.musculus:ENSMUSP00000067662
OrthoMCL	DDB_G0284831	4cl1	M.musculus:ENSMUSP00000053276 | M.musculus:ENSMUSP00000099453
InParanoid	DDB_G0284831	4cl1	M.musculus:ENSMUSP00000053276
InParanoid	DDB_G0285635	DDB_G0285635	M.musculus:ENSMUSP00000034761
OrthoMCL	DDB_G0284043	aplA	M.musculus:ENSMUSP00000004316
InParanoid	DDB_G0284043	aplA	M.musculus:ENSMUSP00000004316 | M.musculus:ENSMUSP00000100594
InParanoid	DDB_G0284837	tsnax	M.musculus:ENSMUSP00000111551 | M.musculus:ENSMUSP00000075290
InParanoid	DDB_G0283157	ppp5C	M.musculus:ENSMUSP00000003183
OrthoMCL	DDB_G0283269	DDB_G0283269	M.musculus:ENSMUSP00000105706
InParanoid	DDB_G0283269	DDB_G0283269	M.musculus:ENSMUSP00000105706
OrthoMCL	DDB_G0285515	ppan	M.musculus:ENSMUSP00000004203
InParanoid	DDB_G0285515	ppan	M.musculus:ENSMUSP00000004203
OrthoMCL	DDB_G0285149	DDB_G0285149	M.musculus:ENSMUSP00000017530
OrthoMCL	DDB_G0283247	pyk	M.musculus:ENSMUSP00000034834 | M.musculus:ENSMUSP00000035417
InParanoid	DDB_G0283247	pyk	M.musculus:ENSMUSP00000034834
OrthoMCL	DDB_G0284661	DDB_G0284661	M.musculus:ENSMUSP00000007555 | M.musculus:ENSMUSP00000027929 | M.musculus:ENSMUSP00000082862 | M.musculus:ENSMUSP00000108969
InParanoid	DDB_G0283273	mrpl51	M.musculus:ENSMUSP00000059373
OrthoMCL	DDB_G0283769	hbs1	M.musculus:ENSMUSP00000020153
InParanoid	DDB_G0283769	hbs1	M.musculus:ENSMUSP00000020153
OrthoMCL	DDB_G0284035	efa1B	M.musculus:ENSMUSP00000027108
InParanoid	DDB_G0284035	efa1B	M.musculus:ENSMUSP00000027108
OrthoMCL	DDB_G0283981	pms1	M.musculus:ENSMUSP00000106338
OrthoMCL	DDB_G0284525	tmem184A	M.musculus:ENSMUSP00000034030 | M.musculus:ENSMUSP00000074518 | M.musculus:ENSMUSP00000035399
InParanoid	DDB_G0284525	tmem184A	M.musculus:ENSMUSP00000035399
OrthoMCL	DDB_G0283145	DDB_G0283145	M.musculus:ENSMUSP00000071719
OrthoMCL	DDB_G0284923	cyp554A1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944
OrthoMCL	DDB_G0288597	DDB_G0288597	M.musculus:ENSMUSP00000021645
InParanoid	DDB_G0288597	DDB_G0288597	M.musculus:ENSMUSP00000021645
OrthoMCL	DDB_G0284667	pigF	M.musculus:ENSMUSP00000024957
InParanoid	DDB_G0284667	pigF	M.musculus:ENSMUSP00000024957
OrthoMCL	DDB_G0284669	prsA	M.musculus:ENSMUSP00000033809 | M.musculus:ENSMUSP00000093390 | M.musculus:ENSMUSP00000026839
InParanoid	DDB_G0284669	prsA	M.musculus:ENSMUSP00000093390 | M.musculus:ENSMUSP00000033809
OrthoMCL	DDB_G0282527	pemtA	M.musculus:ENSMUSP00000000310
InParanoid	DDB_G0282527	pemtA	M.musculus:ENSMUSP00000000310
OrthoMCL	DDB_G0285985	DDB_G0285985	M.musculus:ENSMUSP00000108518
InParanoid	DDB_G0288609	eral1	M.musculus:ENSMUSP00000021183
OrthoMCL	DDB_G0287513	jcdG	M.musculus:ENSMUSP00000057984 | M.musculus:ENSMUSP00000023407
InParanoid	DDB_G0287513	jcdG	M.musculus:ENSMUSP00000057984
OrthoMCL	DDB_G0281891	DDB_G0281891	M.musculus:ENSMUSP00000024717
OrthoMCL	DDB_G0286427	uox	M.musculus:ENSMUSP00000029837
InParanoid	DDB_G0286427	uox	M.musculus:ENSMUSP00000029837
OrthoMCL	DDB_G0288165	DDB_G0288165	M.musculus:ENSMUSP00000106620 | M.musculus:ENSMUSP00000066715
InParanoid	DDB_G0288165	DDB_G0288165	M.musculus:ENSMUSP00000066715
OrthoMCL	DDB_G0283819	DDB_G0283819	M.musculus:ENSMUSP00000029325 | M.musculus:ENSMUSP00000045864 | M.musculus:ENSMUSP00000101374 | M.musculus:ENSMUSP00000047032
OrthoMCL	DDB_G0286919	uba2	M.musculus:ENSMUSP00000099807
InParanoid	DDB_G0286919	uba2	M.musculus:ENSMUSP00000099807
OrthoMCL	DDB_G0285881	rpl18a	M.musculus:ENSMUSP00000058368
InParanoid	DDB_G0285881	rpl18a	M.musculus:ENSMUSP00000058368
OrthoMCL	DDB_G0286235	DDB_G0286235	M.musculus:ENSMUSP00000029565
InParanoid	DDB_G0284461	DDB_G0284461	M.musculus:ENSMUSP00000057563
OrthoMCL	DDB_G0284463	maea	M.musculus:ENSMUSP00000110093
InParanoid	DDB_G0284463	maea	M.musculus:ENSMUSP00000110093
OrthoMCL	DDB_G0284367	DDB_G0284367	M.musculus:ENSMUSP00000067035 | M.musculus:ENSMUSP00000091557
InParanoid	DDB_G0284367	DDB_G0284367	M.musculus:ENSMUSP00000067035
InParanoid	DDB_G0284997	DDB_G0284997	M.musculus:ENSMUSP00000025239
OrthoMCL	DDB_G0285011	DDB_G0285011	M.musculus:ENSMUSP00000049823
InParanoid	DDB_G0285011	DDB_G0285011	M.musculus:ENSMUSP00000049823
OrthoMCL	DDB_G0285875	DDB_G0285875	M.musculus:ENSMUSP00000054084
InParanoid	DDB_G0285875	DDB_G0285875	M.musculus:ENSMUSP00000054084
OrthoMCL	DDB_G0285029	sfxn	M.musculus:ENSMUSP00000041872 | M.musculus:ENSMUSP00000021930 | M.musculus:ENSMUSP00000059419
InParanoid	DDB_G0285029	sfxn	M.musculus:ENSMUSP00000041872
OrthoMCL	DDB_G0284141	atp7a	M.musculus:ENSMUSP00000006742 | M.musculus:ENSMUSP00000058840
InParanoid	DDB_G0284141	atp7a	M.musculus:ENSMUSP00000006742
OrthoMCL	DDB_G0281877	DDB_G0281877	M.musculus:ENSMUSP00000033463 | M.musculus:ENSMUSP00000072274 | M.musculus:ENSMUSP00000076922 | M.musculus:ENSMUSP00000044185
OrthoMCL	DDB_G0283823	DDB_G0283823	M.musculus:ENSMUSP00000048078
OrthoMCL	DDB_G0282473	ints9	M.musculus:ENSMUSP00000045552
InParanoid	DDB_G0282473	ints9	M.musculus:ENSMUSP00000045552
OrthoMCL	DDB_G0281933	nola4	M.musculus:ENSMUSP00000033776 | M.musculus:ENSMUSP00000026073
InParanoid	DDB_G0281933	nola4	M.musculus:ENSMUSP00000033776
OrthoMCL	DDB_G0284499	smc2	M.musculus:ENSMUSP00000113940
InParanoid	DDB_G0284499	smc2	M.musculus:ENSMUSP00000113940
OrthoMCL	DDB_G0288789	hlcs2	M.musculus:ENSMUSP00000097112
OrthoMCL	DDB_G0287171	DDB_G0287171	M.musculus:ENSMUSP00000039422
InParanoid	DDB_G0287171	DDB_G0287171	M.musculus:ENSMUSP00000039422
OrthoMCL	DDB_G0287769	DDB_G0287769	M.musculus:ENSMUSP00000035325
InParanoid	DDB_G0287769	DDB_G0287769	M.musculus:ENSMUSP00000035325
OrthoMCL	DDB_G0287793	DDB_G0287793	M.musculus:ENSMUSP00000001715 | M.musculus:ENSMUSP00000001713 | M.musculus:ENSMUSP00000046324
InParanoid	DDB_G0287793	DDB_G0287793	M.musculus:ENSMUSP00000001715
OrthoMCL	DDB_G0290363	sybB	M.musculus:ENSMUSP00000112611 | M.musculus:ENSMUSP00000107199 | M.musculus:ENSMUSP00000030797 | M.musculus:ENSMUSP00000063466 | M.musculus:ENSMUSP00000059501
